Price,Close,High,Low,Open,Volume
2010-06-10,7.520339488983154,7.534448064103576,7.270871824028563,7.350125141520363,776356000
2010-06-11,7.610401630401611,7.620908512591122,7.42607787386756,7.451894967618639,545759200
2010-06-14,7.63351583480835,7.7797135534704625,7.625410617958677,7.6839499875229285,602960400
2010-06-15,7.795926570892334,7.800729900974939,7.670142170037577,7.674345083859856,585074000
2010-06-16,8.02287769317627,8.037887295414478,7.824143954163058,7.838253332981404,783678000
2010-06-17,8.161569595336914,8.192490622604744,8.090421492385206,8.12344357511849,872855200
2010-06-18,8.227609634399414,8.25552937161239,8.148056540109721,8.172973396516477,784621600
2010-06-21,8.110533714294434,8.375911165261698,8.067304565228396,8.336284512086452,776490400
2010-06-22,8.221010208129883,8.28465271720836,8.150463314092054,8.170276245550937,717262000
2010-06-23,8.134553909301758,8.245328713222627,8.042392010786847,8.242927048008955,768457200
2010-06-24,8.07541561126709,8.201499839477814,8.048396875258529,8.13545484196975,714277200
2010-06-25,8.006367683410645,8.11353998749248,7.979649559223713,8.107236017237275,549942400
2010-06-28,8.054398536682129,8.097928308139,7.940922285569983,8.013270429902153,584948000
2010-06-29,7.690254211425781,7.9370196348396975,7.634116504489281,7.928913616097131,1133344800
2010-06-30,7.550960540771484,7.744289720581136,7.505330519155688,7.706464306857743,739452000
2010-07-01,7.459400653839111,7.649128178423589,7.301495190119477,7.634117772355268,1022896000
2010-07-02,7.4131669998168945,7.53294718274758,7.300890814238768,7.5197372294976255,693842800
2010-07-06,7.463904857635498,7.589088048362455,7.3897546473266935,7.53505218483277,615235600
2010-07-07,7.765303134918213,7.768306016990345,7.497524773523255,7.519738565595028,654556000
2010-07-08,7.7478928565979,7.892290138877109,7.651828674882962,7.8796813993876835,738144400
2010-07-09,7.7938232421875,7.802228265757387,7.6599328600476015,7.711867648986303,433322400
2010-07-12,7.723877906799316,7.860769602055847,7.650929338214806,7.761102911792216,562878400
2010-07-13,7.5590643882751465,7.697156863588831,7.397856297470619,7.6947560011809015,1190924000
2010-07-14,7.586981296539307,7.6791431347011985,7.475006534963196,7.486415238880948,812047600
2010-07-15,7.548561096191406,7.714271984992581,7.4239775210379575,7.451896477859378,824866000
2010-07-16,7.502028942108154,7.654230842933426,7.457299137222895,7.60049479496342,1039858400
2010-07-19,7.372340202331543,7.501427259888971,7.192820596882327,7.501427259888971,1024478000
2010-07-20,7.561767578125,7.592088192601379,7.205129206258773,7.291887335053968,1074950800
2010-07-21,7.632315158843994,7.959834545262631,7.625110966843249,7.9580332968565255,1185671200
2010-07-22,7.775811672210693,7.805231262217054,7.664436479384705,7.73558459140145,645318800
2010-07-23,7.803426742553711,7.8166358924421795,7.693553036987917,7.717869480289096,533388800
2010-07-26,7.783616065979004,7.808232323525655,7.736484606344532,7.8052302431390395,420551600
2010-07-27,7.9277119636535645,7.949326138756828,7.814235740708495,7.831347196472107,584771600
2010-07-28,7.834051132202148,7.985053003099703,7.812737559215876,7.91540632609529,519985200
2010-07-29,7.7484917640686035,7.884783000755719,7.688151955177171,7.826544247224904,643806800
2010-07-30,7.7226762771606445,7.796225254388873,7.652128579177566,7.68184958059134,448210000
2010-08-02,7.860767841339111,7.882982435462376,7.793823450106868,7.818439708635202,428055600
2010-08-03,7.863169193267822,7.903095659980014,7.787818979612194,7.835550855330682,417653600
2010-08-04,7.894688606262207,7.933714038010413,7.814535084600204,7.890485694801208,420375200
2010-08-05,7.856266021728516,7.900696016690405,7.821742492761015,7.857166245171767,289097200
2010-08-06,7.807931900024414,7.8499602204961745,7.734081529966213,7.798625050748686,444897600
2010-08-09,7.857765197753906,7.869773518918754,7.792321450652643,7.8496591801558475,303128000
2010-08-10,7.787517070770264,7.818738701583538,7.7316791865161445,7.800726222268188,451920000
2010-08-11,7.510733604431152,7.675844833125312,7.499326499623593,7.667139200081736,620054400
2010-08-12,7.558765411376953,7.598091461776274,7.388551061757304,7.4056625190491605,534920400
2010-08-13,7.478010654449463,7.5614660749210225,7.47771004563288,7.554561691621742,354869200
2010-08-16,7.434180736541748,7.5053288278930905,7.403559521494371,7.4323794885977845,318430000
2010-08-17,7.56417179107666,7.644025553464176,7.481015338320861,7.507433654771626,422640400
2010-08-18,7.597189426422119,7.645221904315166,7.55245963730758,7.575875861071891,339696000
2010-08-19,7.501426696777344,7.609499182570941,7.465402534846145,7.5902858686750605,426706000
2010-08-20,7.49422025680542,7.622706062177025,7.475006946619955,7.486715458325934,384230000
2010-08-23,7.378943920135498,7.5650688826799435,7.362433681624976,7.558764915130578,414041600
2010-08-24,7.2027268409729,7.294887904477518,7.164301013098241,7.284982241495413,602565600
2010-08-25,7.2915849685668945,7.32460784854455,7.120771025611713,7.145987695971153,596867600
2010-08-26,7.213233947753906,7.377444145091125,7.213233947753906,7.368437903520178,466505200
2010-08-27,7.25346040725708,7.283180601097653,7.071538351139285,7.257363512417155,548391200
2010-08-30,7.279877185821533,7.377442780737651,7.225240132019112,7.227641795993877,383289200
2010-08-31,7.297891139984131,7.341720714754751,7.2153359282321325,7.260365533609081,420786800
2010-09-01,7.514937877655029,7.548860192589733,7.393356395417831,7.429079959062468,697037600
2010-09-02,7.5701704025268555,7.5701704025268555,7.462097944271489,7.5428518796040445,415427600
2010-09-03,7.768307209014893,7.76860701629394,7.640121159876191,7.657833036428456,520788800
2010-09-07,7.7394890785217285,7.791123273881215,7.692657411641386,7.70436512795551,342557600
2010-09-08,7.892889976501465,7.937019359044229,7.778212100417537,7.798626248570744,526551200
2010-09-09,7.897390842437744,8.000959793510185,7.892888123390585,7.9565306141493615,438575200
2010-09-10,7.907597541809082,7.940319810431342,7.847256940976073,7.900992966326994,387542400
2010-09-13,8.016571998596191,8.053796994258754,7.978146972386718,7.97994741901889,388780000
2010-09-14,8.04719352722168,8.080515422114129,7.970942277123896,7.991656234110542,408150400
2010-09-15,8.112032890319824,8.116837018931196,8.040585004619333,8.050492267343838,429368800
2010-09-16,8.302661895751953,8.305663975616481,8.09042005988235,8.112635450879855,652103200
2010-09-17,8.266637802124023,8.344389659610668,8.215903859381017,8.336283643888864,634477200
2010-09-20,8.502596855163574,8.519107894477779,8.281048159214484,8.287952542455406,658677600
2010-09-21,8.518807411193848,8.626279472726871,8.489387828159403,8.52150968406603,668074400
2010-09-22,8.638289451599121,8.645193836267467,8.477981551727884,8.486987793658555,585289600
2010-09-23,8.673410415649414,8.788687878556093,8.585752087730995,8.595658550556353,786116800
2010-09-24,8.77547836303711,8.811803127387982,8.722343555246288,8.768874589176438,649488000
2010-09-27,8.740657806396484,8.847829282270029,8.736155086134527,8.82531487933656,482834800
2010-09-28,8.611570358276367,8.758968893855966,8.255532452179636,8.758968893855966,1035042400
2010-09-29,8.626886367797852,8.700135573201418,8.585759042425433,8.622683452547339,469644000
2010-09-30,8.518208503723145,8.705834114560885,8.443158099063332,8.675814113021676,673391600
2010-10-01,8.481284141540527,8.603165407741388,8.446160199235672,8.590256861937684,448142800
2010-10-04,8.364806175231934,8.49269079421922,8.338687674518322,8.453665351636175,435302000
2010-10-05,8.67401123046875,8.68932063476179,8.460267160341397,8.465671705515954,501967200
2010-10-06,8.681517601013184,8.765574253765651,8.563538640239143,8.693525923298864,670868800
2010-10-07,8.682415962219238,8.720241364190597,8.613069926354015,8.716038452680069,408399600
2010-10-08,8.828012466430664,8.840921007016687,8.705831442366836,8.757164995959778,658403200
2010-10-11,8.866739273071289,8.923177571612394,8.843925069868678,8.84812798158306,427753200
2010-10-12,8.96220588684082,8.9910258595694,8.780583624347246,8.868242771482752,558544000
2010-10-13,9.010235786437988,9.064872032470346,9.000028715693531,9.012037034216423,630092400
2010-10-14,9.075382232666016,9.080184759785668,9.018042896604976,9.056769333785823,435296400
2010-10-15,9.448532104492188,9.456337514103769,9.153434393363153,9.22938502898592,922194000
2010-10-18,9.546396255493164,9.576415451922545,9.435021092752594,9.560505630529308,1093010800
2010-10-19,9.290925979614258,9.419411816739066,9.006635774005062,9.108103688627939,1232784000
2010-10-20,9.32214641571045,9.433821399111464,9.212273482130954,9.276215789098567,721624400
2010-10-21,9.291828155517578,9.448532766738257,9.210173160182098,9.377084846225642,551460000
2010-10-22,9.230284690856934,9.307436147333926,9.19516155522729,9.278316370433721,372778000
2010-10-25,9.271409034729004,9.354264016347692,9.259400717846605,9.278914633592148,392462000
2010-10-26,9.247700691223145,9.2984346653603,9.175651537950484,9.212276931689562,392929600
2010-10-27,9.241093635559082,9.303234700944827,9.174148439510445,9.235689890389958,399002800
2010-10-28,9.16334056854248,9.246195578908084,9.03305349165792,9.244694137965208,551051200
2010-10-29,9.035455703735352,9.182554452058096,9.03215301414189,9.133021322769368,430511200
2010-11-01,9.131522178649902,9.174150933839508,9.072082568876048,9.072682985169196,423889200
2010-11-02,9.28702449798584,9.311941369335267,9.216177791651475,9.216177791651475,433930000
2010-11-03,9.39029312133789,9.392694785776886,9.262107087589232,9.347363770302659,508348400
2010-11-04,9.5545015335083,9.611840058832474,9.457235745163402,9.4698444811105,642488000
2010-11-05,9.52027702331543,9.593526165618686,9.508869921943347,9.546094909042107,361253200
2010-11-08,9.56501579284668,9.599538536903712,9.509177863620918,9.522387025757448,281758400
2010-11-09,9.488758087158203,9.645463470918607,9.441326822090709,9.637957869424126,383544000
2010-11-10,9.547300338745117,9.569514937863728,9.412809506689445,9.505571811135441,384227200
2010-11-11,9.50586986541748,9.558405065107621,9.433820744126127,9.456335944225263,361284000
2010-11-12,9.247097969055176,9.501368214668851,9.115010414684685,9.486358611464281,795846800
2010-11-15,9.217373847961426,9.322444223061929,9.194258237179579,9.26000257421184,403606000
2010-11-16,9.053768157958984,9.234188802975678,8.985622127040159,9.177751287850294,657650000
2010-11-17,9.02104377746582,9.125813556753721,8.938788394231999,9.042057534432338,479449600
2010-11-18,9.259102821350098,9.296327809743616,9.146828241824984,9.162137646574202,494491200
2010-11-19,9.208073616027832,9.25820717168752,9.16334380674969,9.245298622810195,384843200
2010-11-22,9.40710163116455,9.40710163116455,9.182251083699972,9.206566725589791,393075200
2010-11-23,9.268107414245605,9.358769415526591,9.202964291713835,9.319742381163785,519447600
2010-11-24,9.450331687927246,9.468344168472886,9.358771050835912,9.366275048627978,413725200
2010-11-26,9.456337928771973,9.537392505814609,9.394496668538826,9.41851251292699,237585600
2010-11-29,9.512473106384277,9.530784591662522,9.347662524268712,9.471345011839533,445785200
2010-11-30,9.340760231018066,9.437125015011473,9.332354405268934,9.41250795388901,501858000
2010-12-01,9.498366355895996,9.538893244024573,9.456338026564302,9.464443243865276,461750800
2010-12-02,9.550898551940918,9.576415028101312,9.453032352574208,9.532285656965321,462837200
2010-12-03,9.529582977294922,9.565906936253556,9.496560904924035,9.516674436454304,342092800
2010-12-06,9.610939979553223,9.676383721011534,9.559004395805248,9.565608971876426,448481600
2010-12-07,9.552704811096191,9.726220306829893,9.550003338639456,9.720517554587396,391454000
2010-12-08,9.636757850646973,9.637058459511438,9.51967991660995,9.595329941005593,321935600
2010-12-09,9.599235534667969,9.68149015754258,9.5770201330139,9.670383659151314,294151200
2010-12-10,9.623249053955078,9.637958847974875,9.564409076252238,9.595930521508176,262511200
2010-12-13,9.65656852722168,9.75833783088592,9.63645579482305,9.73762388089865,439815600
2010-12-14,9.615144729614258,9.682690346450222,9.576418287377097,9.658373892324326,351008000
2010-12-15,9.617241859436035,9.696494350218318,9.582117931492713,9.606433572041936,417312000
2010-12-16,9.643963813781738,9.684791311423757,9.609441086691142,9.639160484456356,322030800
2010-12-17,9.624752044677734,9.660175799576454,9.613344136645065,9.655372469878488,386929200
2010-12-20,9.672778129577637,9.703999754510326,9.553298579116959,9.654465846534546,385610400
2010-12-21,9.732521057128906,9.738224608638571,9.667978337550444,9.696496896722318,256354000
2010-12-22,9.761341094970703,9.778152745416198,9.713008802375327,9.737325253100753,265921600
2010-12-23,9.714509010314941,9.761040048741982,9.701600466887477,9.756537329470289,223157200
2010-12-27,9.746933937072754,9.769749755011944,9.652070572618195,9.691997853199851,249816000
2010-12-28,9.770648002624512,9.806371557595956,9.758339873573448,9.783856355000072,175924000
2010-12-29,9.765244483947754,9.80006781640113,9.759540130140563,9.793162630384385,163139200
2010-12-30,9.71631145477295,9.771847938581898,9.69799916499045,9.770947715266114,157494400
2010-12-31,9.683290481567383,9.710908823021967,9.645764872761994,9.69499819575611,193508000
2011-01-03,9.893729209899902,9.91444316237059,9.751734424414499,9.775750264277862,445138400
2011-01-04,9.945362091064453,9.981686051221264,9.851098396345506,9.979884803489435,309080800
2011-01-05,10.026718139648438,10.036925212672118,9.89162773259404,9.893129173556371,255519600
2011-01-06,10.0186128616333,10.064242875029139,9.99369599809402,10.04833225161674,300428800
2011-01-07,10.090362548828125,10.097266933467267,9.963677151076865,10.026419433826323,311931200
2011-01-10,10.280387878417969,10.303803301238423,10.121882059530211,10.171714985228041,448560000
2011-01-11,10.256072998046875,10.355738856882967,10.190929058383762,10.353337994281711,444108000
2011-01-12,10.339529037475586,10.33982964635659,10.266881089609374,10.304406697442811,302590400
2011-01-13,10.37735366821289,10.40617364067416,10.322417599767652,10.361743651419992,296780400
2011-01-14,10.461410522460938,10.461410522460938,10.34012967581031,10.383658640964088,308840000
2011-01-18,10.226351737976074,10.349734428653177,9.786557008473109,9.892227826761955,1880998000
2011-01-19,10.172018051147461,10.465013920865758,10.113178871065976,10.457508318098688,1135612800
2011-01-20,9.987092971801758,10.155805888242023,9.910241314040201,10.099668185174934,764789200
2011-01-21,9.808175086975098,10.05313929765727,9.805472813125892,10.019816597675769,754401200
2011-01-24,10.130285263061523,10.130285263061523,9.808168970083022,9.812672489815132,574683200
2011-01-25,10.248867988586426,10.250069622414433,10.043831100243604,10.09666691561232,546868000
2011-01-26,10.322417259216309,10.374952463180186,10.251870374681992,10.29569914477362,506875600
2011-01-27,10.303201675415039,10.347631653416915,10.291794574161692,10.320313128918476,285026000
2011-01-28,10.089759826660156,10.338927672127685,10.012609171633336,10.33202328851801,592057200
2011-01-31,10.186426162719727,10.208041142070604,10.03572573147478,10.08075533520853,377246800
2011-02-01,10.357840538024902,10.376452633827734,10.236259094389805,10.245865751126008,426633200
2011-02-02,10.336528778076172,10.36444692882678,10.313413155282232,10.340431884172153,258955200
2011-02-03,10.310110092163086,10.334126739195847,10.163311944482132,10.320917583327828,393797600
2011-02-04,10.401969909667969,10.407974070125032,10.312209714893745,10.316112018379057,321840400
2011-02-07,10.563477516174316,10.604604006950888,10.436191732649485,10.443696531625204,485021600
2011-02-08,10.663148880004883,10.672755540703344,10.571588200906294,10.617518844934974,381040800
2011-02-09,10.752004623413086,10.777222097743982,10.653238987966246,10.662844843230634,482745200
2011-02-10,10.643331527709961,10.807241901370698,10.446999489268503,10.72888961161925,928550000
2011-02-11,10.712678909301758,10.741197470394582,10.613312053067691,10.64963682474973,367572800
2011-02-14,10.782625198364258,10.791630637704893,10.708475818484475,10.7108774827416,310416400
2011-02-15,10.804242134094238,10.806343991667758,10.733695232584841,10.782927759181069,284174800
2011-02-16,10.901206016540527,10.95434083733646,10.822252501818529,10.831257941695746,481157600
2011-02-17,10.756207466125488,10.815347244773545,10.702771239155927,10.72468682585141,530583200
2011-02-18,10.523852348327637,10.792231917620175,10.492630712804987,10.768515883756109,816057200
2011-02-22,10.165109634399414,10.368946445800079,10.138392326364285,10.271380855444665,872555600
2011-02-23,10.285493850708008,10.34613347498712,10.165112420662233,10.169916551327498,671854400
2011-02-24,10.293298721313477,10.361444751393691,10.157908487806857,10.327522441607732,499900800
2011-02-25,10.451805114746094,10.459910331695122,10.350937609704147,10.364746379080465,380018800
2011-02-28,10.60340690612793,10.658643588577501,10.54066462100551,10.544267117898789,403074000
2011-03-01,10.486327171325684,10.678756119932675,10.43739446225017,10.671251319592502,456136800
2011-03-02,10.57068157196045,10.637626750778264,10.459006605413263,10.50583824986814,602590800
2011-03-03,10.79403305053711,10.80093743443062,10.684759732245698,10.722885751328395,500788400
2011-03-04,10.807243347167969,10.815948980166427,10.739697735558112,10.809344402793103,453266800
2011-03-07,10.667948722839355,10.857375578395068,10.546367277940922,10.84926956087789,546123200
2011-03-08,10.679957389831543,10.729190709782758,10.574586365398122,10.654440105680784,356316800
2011-03-09,10.581191062927246,10.649937506642786,10.525054159430754,10.64783564939839,453306000
2011-03-10,10.407073974609375,10.500136866757396,10.35393835225461,10.480622942717536,507539200
2011-03-11,10.56678295135498,10.576690219964387,10.356943491095477,10.366849156457272,471080400
2011-03-14,10.613911628723145,10.701570765379657,10.546366829774085,10.602503724215145,435957200
2011-03-15,10.369850158691406,10.442198297245069,10.209842869679912,10.269882878559407,721081200
2011-03-16,9.906937599182129,10.296899399777855,9.79436239746184,10.26687939942735,1162011200
2011-03-17,10.045934677124023,10.195134496751573,9.926454257206728,10.111678247508578,659422400
2011-03-18,9.926753997802734,10.152805486899863,9.906640455883332,10.120683620961785,753214000
2011-03-21,10.185826301574707,10.199034654718465,10.064544649035717,10.08646023843896,409402000
2011-03-22,10.242866516113281,10.285496070557882,10.181025244603312,10.283694821778532,325922800
2011-03-23,10.182522773742676,10.213442996805592,10.085256980276899,10.18522424506182,372996400
2011-03-24,10.356040000915527,10.386961028596385,10.172617295194748,10.262377496177525,404712000
2011-03-25,10.553274154663086,10.568884174085513,10.41758249967138,10.44910394904891,448910000
2011-03-28,10.520251274108887,10.636730412625715,10.520251274108887,10.601606466049892,309355200
2011-03-29,10.535859107971191,10.535859107971191,10.388761190104105,10.436792868811244,352900800
2011-03-30,10.465913772583008,10.533460186969139,10.430190214980488,10.526254391724343,329406000
2011-03-31,10.462310791015625,10.501036424532147,10.388761827569043,10.39776726686451,274019200
2011-04-01,10.343729972839355,10.554771796181335,10.305904564980388,10.540362613240104,418661600
2011-04-04,10.242562294006348,10.344931218116304,10.158806265927065,10.336225586913708,460084800
2011-04-05,10.173517227172852,10.274384722069128,10.086759109110766,10.116479303766047,482731200
2011-04-06,10.147997856140137,10.323915720333476,10.120979940173218,10.243462388379172,402539200
2011-04-07,10.149198532104492,10.219744593474777,10.08765630421122,10.149798146370946,373447200
2011-04-08,10.058540344238281,10.211342626587596,10.025218454823456,10.2044382426016,377535200
2011-04-11,9.93065357208252,10.076850456084268,9.90723815019756,10.028518171534122,398946800
